Contract_Title,Evaluation_Method,Architecture,Level,Clause_Type,TP,FP,FN,Precision,Recall,F1_Score
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,1,1,0,0.5,1.0,0.6667
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,13,0,0.0714,1.0,0.1333
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,1,2,0,0.3333,1.0,0.5
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,6,0,0.1429,1.0,0.25
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,1,0,0.5,1.0,0.6667
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,53,0,0.0702,1.0,0.1311
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,6,0,0.4,1.0,0.5714
SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,6,0,0.4,1.0,0.5714
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,2,1,1,0.6667,0.6667,0.6667
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Edge Only,Clause-Level,Non Compete,1,13,0,0.0714,1.0,0.1333
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Cloud Only,Clause-Level,Non Compete,1,3,0,0.25,1.0,0.4
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Hybrid,Clause-Level,Non Compete,1,5,0,0.1667,1.0,0.2857
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Edge Only,Clause-Level,Termination For Convenience,0,22,0,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Hybrid,Clause-Level,Termination For Convenience,0,4,0,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Edge Only,Clause-Level,Uncapped Liability,3,8,0,0.2727,1.0,0.4286
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,3,0.0,0.0,0.0
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Hybrid,Clause-Level,Uncapped Liability,1,0,2,1.0,0.3333,0.5
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Edge Only,Clause-Level,Cap On Liability,3,0,13,1.0,0.1875,0.3158
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Cloud Only,Clause-Level,Cap On Liability,11,0,5,1.0,0.6875,0.8148
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Hybrid,Clause-Level,Cap On Liability,7,0,9,1.0,0.4375,0.6087
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,7,43,13,0.14,0.35,0.2
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,12,4,8,0.75,0.6,0.6667
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,9,9,11,0.5,0.45,0.4737
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Edge Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Hybrid,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Non Compete,10,9,0,0.5263,1.0,0.6897
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Non Compete,10,16,0,0.3846,1.0,0.5556
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Non Compete,10,11,0,0.4762,1.0,0.6452
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Termination For Convenience,1,40,0,0.0244,1.0,0.0476
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Termination For Convenience,1,2,0,0.3333,1.0,0.5
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Uncapped Liability,0,22,0,0.0,0.0,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Uncapped Liability,0,3,0,0.0,0.0,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Edge Only,Clause-Level,Cap On Liability,3,7,0,0.3,1.0,0.4615
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Cloud Only,Clause-Level,Cap On Liability,3,6,0,0.3333,1.0,0.5
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Hybrid,Clause-Level,Cap On Liability,3,3,0,0.5,1.0,0.6667
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,14,78,0,0.1522,1.0,0.2642
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,14,27,0,0.3415,1.0,0.5091
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,14,17,0,0.4516,1.0,0.6222
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,1,1,0.6667,0.6667,0.6667
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,4,0,8,1.0,0.3333,0.5
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,11,0,1,1.0,0.9167,0.9565
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,6,0,6,1.0,0.5,0.6667
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,16,0,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,1,5,0,0.1667,1.0,0.2857
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Edge Only,Clause-Level,Cap On Liability,1,6,0,0.1429,1.0,0.25
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,3,0,0.25,1.0,0.4
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,2,0,0.3333,1.0,0.5
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,6,27,8,0.1818,0.4286,0.2553
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,13,4,1,0.7647,0.9286,0.8387
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,7,3,7,0.7,0.5,0.5833
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Edge Only,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Cloud Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Hybrid,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Hybrid,Clause-Level,Cap On Liability,0,0,1,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,0,1.0,1.0,1.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,1,1,2,0.5,0.3333,0.4
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Edge Only,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Cloud Only,Clause-Level,Non Compete,0,4,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Hybrid,Clause-Level,Non Compete,0,2,0,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Edge Only,Clause-Level,Termination For Convenience,2,2,0,0.5,1.0,0.6667
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Cloud Only,Clause-Level,Termination For Convenience,1,0,1,1.0,0.5,0.6667
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Hybrid,Clause-Level,Termination For Convenience,1,0,1,1.0,0.5,0.6667
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Edge Only,Clause-Level,Uncapped Liability,2,5,0,0.2857,1.0,0.4444
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,1,1.0,0.5,0.6667
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Hybrid,Clause-Level,Uncapped Liability,0,0,2,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Edge Only,Clause-Level,Cap On Liability,2,0,7,1.0,0.2222,0.3636
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Cloud Only,Clause-Level,Cap On Liability,4,0,5,1.0,0.4444,0.6154
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Hybrid,Clause-Level,Cap On Liability,0,0,9,0.0,0.0,0.0
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,6,7,7,0.4615,0.4615,0.4615
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,6,4,7,0.6,0.4615,0.5217
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,1,2,12,0.3333,0.0769,0.125
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,2,1,1,0.6667,0.6667,0.6667
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,8,1,0,0.8889,1.0,0.9412
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,8,0,0,1.0,1.0,1.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,6,0,2,1.0,0.75,0.8571
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,12,0,0.0,0.0,0.0
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
